Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 265.3,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 1482.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 83.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 2173.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 433.8,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 70.7,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 429.5,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 520.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 151.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 678.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 398.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 82.1,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 419.4,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 1907.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 61.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 201.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 516.6,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 77.7,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 541.6,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 832.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 39.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 1089.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 175.9,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 65.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 149.3,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 1391.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 52.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 1268.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 310.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 56.7,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 321.4,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 179.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 83.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 679.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 551.4,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 70.7,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 548.7,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 267.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 126.4,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 1520.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 108.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 42.9,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 160.2,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 205.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 39.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 477.5,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 270.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 35.6,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 398.9,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 352.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 119.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 1466.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 360.8,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 130.7,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 314.1,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 821.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 83.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 842.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 279.2,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 65.7,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 238.6,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 825.0,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 170.7,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 1012.9,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 64.1,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 25.2,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 103.4,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 400,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 800,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 2000,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 2000,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 4000d,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 4000d,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 2,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 2,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 32,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 32,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 32,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 128,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 32,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 32,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 32,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 192,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 255,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 255,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 255,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 255,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 2,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 2,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 2,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 2,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 2,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 2,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 2,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 4,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 3,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 2,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 2,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 2,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 2,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 2,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,BuildMap,buildMapOf,Magic Number,The method contains a magic number: 100,21
akarnokd-misc,hu.akarnokd.theplanetcrafter,BuildMap,buildMapOf,Magic Number,The method contains a magic number: 3000,21
akarnokd-misc,hu.akarnokd.theplanetcrafter,BuildMap,buildMapOf,Magic Number,The method contains a magic number: 1400,21
akarnokd-misc,hu.akarnokd.theplanetcrafter,BuildMap,buildMapOf,Magic Number,The method contains a magic number: 2400,21
akarnokd-misc,hu.akarnokd.theplanetcrafter,BuildMap,buildMapOf,Magic Number,The method contains a magic number: 1000,21
akarnokd-misc,hu.akarnokd.theplanetcrafter,BuildMap,buildMapOf,Magic Number,The method contains a magic number: 500,21
akarnokd-misc,hu.akarnokd.theplanetcrafter,BuildMap,buildMapOf,Magic Number,The method contains a magic number: 40,21
akarnokd-misc,hu.akarnokd.theplanetcrafter,BuildMap,buildMapOf,Magic Number,The method contains a magic number: 30,21
akarnokd-misc,hu.akarnokd.theplanetcrafter,BuildMap,buildMapOf,Magic Number,The method contains a magic number: 2,21
akarnokd-misc,hu.akarnokd.theplanetcrafter,BuildMap,buildMapOf,Magic Number,The method contains a magic number: 2,21
akarnokd-misc,hu.akarnokd.theplanetcrafter,BuildMap,buildMapOf,Magic Number,The method contains a magic number: 2,21
akarnokd-misc,hu.akarnokd.theplanetcrafter,BuildMap,buildMapOf,Magic Number,The method contains a magic number: 2,21
akarnokd-misc,hu.akarnokd.theplanetcrafter,BuildMap,buildMapOf,Magic Number,The method contains a magic number: 4,21
akarnokd-misc,hu.akarnokd.theplanetcrafter,BuildMap,buildMapOf,Magic Number,The method contains a magic number: 4,21
akarnokd-misc,hu.akarnokd.theplanetcrafter,BuildMap,buildMapOf,Magic Number,The method contains a magic number: 3,21
akarnokd-misc,hu.akarnokd.theplanetcrafter,BuildMap,buildMapOf,Magic Number,The method contains a magic number: 4,21
akarnokd-misc,hu.akarnokd.theplanetcrafter,BuildMap,buildMapOf,Magic Number,The method contains a magic number: 3,21
akarnokd-misc,hu.akarnokd.theplanetcrafter,BuildMap,buildMapOf,Magic Number,The method contains a magic number: 4,21
akarnokd-misc,hu.akarnokd.theplanetcrafter,BuildMap,buildMapOf,Magic Number,The method contains a magic number: 2,21
akarnokd-misc,hu.akarnokd.theplanetcrafter,BuildMap,buildMapOf,Magic Number,The method contains a magic number: 2,21
akarnokd-misc,hu.akarnokd.theplanetcrafter,PositionEchoClient,main,Magic Number,The method contains a magic number: 200,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,PositionEchoClient,main,Magic Number,The method contains a magic number: 22526,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,PositionEchoClient,main,Magic Number,The method contains a magic number: 1000,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,PositionEchoClient,receive,Magic Number,The method contains a magic number: 3,40
akarnokd-misc,hu.akarnokd.theplanetcrafter,PositionEchoHost,main,Magic Number,The method contains a magic number: 22526,17
akarnokd-misc,hu.akarnokd.theplanetcrafter,PositionEchoHost,receive,Long Statement,The length of the statement "out.print("Constructs|209794798;EscapePod;0;;598.74`1.32`682.76;0.01`-0.49`0.01`0.87;;;;0|105036705;Magnesium;0;;;;;;;0|207020435;SpaceMultiplierOxygen;3;;-500`-500`-500;0`0`0`1;;;;0|204703510;SpaceMultiplierHeat;4;;-500`-500`-500;0`0`0`1;;;;0|205385369;SpaceMultiplierPressure;5;;-500`-500`-500;0`0`0`1;;;;0|209166350;SpaceMultiplierBiomass;6;;-500`-500`-500;0`0`0`1;;;;0|104659988;Container1;104659988;;907.2864`28.85556`48.36556;0.2354753`-0.2263354`0.0370391`0.944432;;...;;0|202378668;Iridium;0;;;;;;;0|202255064;Aluminium;0;;;;;;;0|208184984;Alloy;0;;;;;;;0|204780199;FabricBlue;0;;;;;;;0|205557023;astrofood;0;;;;;;;0|106606665;Container1;106606665;;908.7042`27.96467`51.12227;0.2148088`0.3484681`0.3030255`0.8605829;;...;;0|202048292;Aluminium;0;;;;;;;0|206113605;Aluminium;0;;;;;;;0|208869546;Seed2;0;;;;;;;0|207709924;FabricBlue;0;;;;;;;0|204015919;FabricBlue;0;;;;;;;0\r\n");" is 886.,37
akarnokd-misc,hu.akarnokd.theplanetcrafter,PositionEchoHost,receive,Magic Number,The method contains a magic number: 3,37
akarnokd-misc,hu.akarnokd.math,NumberFrom1to9,validParent,Complex Conditional,The conditional expression s.charAt(i) == '(' && Character.isDigit(s.charAt(i + 1)) && s.charAt(i + 2) == ')' is complex.,10
akarnokd-misc,hu.akarnokd.math,NumberFrom1to9,validParent,Complex Method,Cyclomatic complexity of the method is 8,10
akarnokd-misc,hu.akarnokd.math,NumberFrom1to9,validParent,Magic Number,The method contains a magic number: 2,10
akarnokd-misc,hu.akarnokd.math,NumberFrom1to9,validParent,Magic Number,The method contains a magic number: 2,10
akarnokd-misc,hu.akarnokd.math,NumberFrom1to9,findExpression,Complex Method,Cyclomatic complexity of the method is 8,78
akarnokd-misc,hu.akarnokd.math,NumberFrom1to9,findExpression,Long Statement,The length of the statement "List<String> first=new ArrayList<>(Arrays.asList(""`"-"`"("`"-("`"(-"`"(("`"-(("`"((("`"-((("`"((-"`"((-"`"(((-"`"(((-"));" is 122.,78
akarnokd-misc,hu.akarnokd.math,NumberFrom1to9,findExpression,Long Statement,The length of the statement "List<String> second=new ArrayList<>(Arrays.asList(""`"+"`"-"`"*"`"+("`"-("`"*("`"/"`"^"`"^("`"+(("`"-(("`"*(("`"/("`"/(("`"^(("));" is 130.,78
akarnokd-misc,hu.akarnokd.math,NumberFrom1to9,findExpression,Long Statement,The length of the statement "List<String> between=new ArrayList<>(Arrays.asList(""`"+"`"-"`"*"`")+"`"+("`")+("`")-"`"-("`")-("`")*"`"*("`")*("`"/"`"^"`")^"`"^("`")^("`"))+"`"+(("`"))+("`")+(("`"))+(("`"))-"`"-(("`"))-("`")-(("`"))-(("`"))*"`"*(("`"))*("`")*(("`"))*(("`")/"`"/("`")/("`"))/"`"/(("`"))/("`")/(("`"))/(("`"))^"`"^(("`"))^("`")^(("`"))^(("));" is 326.,78
akarnokd-misc,hu.akarnokd.math,NumberFrom1to9,findExpression,Long Statement,The length of the statement "List<String> beforeLast=new ArrayList<>(Arrays.asList(""`"+"`"-"`"*"`")+"`")-"`")*"`"))+"`"))-"`"))*"`"^"`")^"`"))^"`"/"`")/"`"))/"));" is 134.,78
akarnokd-misc,hu.akarnokd.math,NumberFrom1to9,findExpression,Long Statement,The length of the statement "System.out.printf("Total: %`d (%.6f%%)` Valid: %`d (%.6f%%)` Invalid: %`d%n"`mi.counter + 1`((mi.counter + 1) * 100d) / all`valid`(valid * 100d / (mi.counter + 1))`invalid);" is 173.,78
