Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
akarnokd-misc,hu.akarnokd.reactive.observables,IObservable.Take,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: o; n; d; disposed; remaining
akarnokd-misc,hu.akarnokd.reactive.observables,IObservable.Take,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.observables,IObservable.Take,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: o; n; d; disposed; remaining
akarnokd-misc,hu.akarnokd.reactive.observables,IObservable.Skip,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: o; n; d; disposed; remaining
akarnokd-misc,hu.akarnokd.reactive.observables,IObservable.Skip,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.observables,IObservable.Skip,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: o; n; d; disposed; remaining
akarnokd-misc,hu.akarnokd.reactive.observables,IObservable.First,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: item; error; d; disposed
akarnokd-misc,hu.akarnokd.reactive.observables,IObservable.First,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.observables,IObservable.Last,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: item; error; d; disposed
akarnokd-misc,hu.akarnokd.reactive.observables,IObservable.Last,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.observables,IDisposable,Wide Hierarchy,The tool detected the smell in this class because the number of children for the class is large. This class has following sub-classes: IObservable.ConcatObserver; IObservable.Collector; IObservable.FlatMapper; IObservable.Mapper; IObservable.Filterer; IObservable.SumInt; IObservable.SumLong; IObservable.MaxInt; IObservable.Take; IObservable.Skip; BooleanDisposable
akarnokd-misc,hu.akarnokd.reactive.observables,IObserver,Wide Hierarchy,The tool detected the smell in this class because the number of children for the class is large. This class has following sub-classes: IObservable.ConcatObserver; IObservable.Collector; IObservable.FlatMapper; IObservable.Mapper; IObservable.Filterer; IObservable.SumInt; IObservable.SumLong; IObservable.MaxInt; IObservable.Take; IObservable.Skip; IObservable.First; IObservable.Last
akarnokd-misc,hu.akarnokd.stream,StreamFilterMapCollect,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.imperium,WavExport,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.imperium,XMFExplorer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.io,DebugOutputStream,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.io,LongClass,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.io,ConcatInputStream,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.theplanetcrafter,FileToByteArrayText,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
